X,Y,Score,Match_addr,ICO,ZNACKA,NAZEV,ULICE,PSC,MESTO,OKRES,KRAJ,rok,addr
-743337.34820000082,-1044036.452199999,100,"Myslíkova 9, Praha 11000",27562042,,"PRODEPHARM PRAHA s.r.o., Lékárna U sv. Vojtěcha",Myslíkova 9/1922,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Myslíkova 9, Praha 11000"
-742327.99799999967,-1042896.0003000014,100,"náměstí Republiky 8, Praha 11000",27213030,,"LAVITURA a.s., Lékárna v OD Kotva",náměstí Republiky 8/656,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"náměstí Republiky 8, Praha 11000"
-742855.99960000068,-1043502.001600001,96.25,"Národní 365, Praha 11000",49280058,,Lékárna U Zlatého hada,Národní 35,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Národní 35, Praha 11000"
-742328.91429999843,-1043821.4831999987,100,"Opletalova 4, Praha 11000",27150739,,"ELBA s.r.o., Lékárna Opletalova",Opletalova 4,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Opletalova 4, Praha 11000"
-742483.80939999968,-1043370.7412,100,"Panská 4, Praha 11000",16477481,,Lékárna Černá růže,Panská 4,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Panská 4, Praha 11000"
-745024.2445,-1042661.6253000014,100,"Pohořelec 25, Praha 11800",63980533,,"TETRAFOLIUM s.r.o., Lékárna Na Hradčanech",Pohořelec 25,11800,Praha 1,Praha 1,Hl. m. Praha,2007,"Pohořelec 25, Praha 11800"
-742312.99709999934,-1042612.0003000014,100,"Revoluční 19, Praha 11000",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Revoluční",Revoluční 19/765,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Revoluční 19, Praha 11000"
-742022.58920000121,-1043256.0029999986,96.4,"Senovážné náměstí 2088, Praha 11000",64764249,,Lékárna U Jindřicha,Senovážné náměstí 28,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Senovážné náměstí 28, Praha 11000"
-743047.91530000046,-1043596.8757999986,98.13,"Spálená 112, Praha 11000",25663585,,"BELLIS CR, s.r.o., Lékárna Ve Spálené",Spálená 12/78,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Spálená 12, Praha 11000"
-741684.99969999865,-1042756.0,100,"Těšnov 5, Praha 11000",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Těšnov",Těšnov 5,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Těšnov 5, Praha 11000"
-742056.01509999856,-1042718.633200001,95.5,"Truhlářská 1099, Praha 11000",25641921,,"ORTHOPHARM s.r.o., Lékárna",Truhlářská 19/1101,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Truhlářská 19, Praha 11000"
-742758.99920000136,-1042520.0040999986,100,"U milosrdných 1, Praha 11000",00879444,,"Nemocnice Na Františku, Ústavní lékárna",U Milosrdných 1/847,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"U Milosrdných 1, Praha 11000"
-742059.19860000163,-1043030.931499999,100,"V celnici 10, Praha 11000",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Millenium Plaza",V Celnici 10,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"V Celnici 10, Praha 11000"
-742178.647399999,-1043052.8455,100,"V celnici 4, Praha 11000",49706888,,"IGNACIA, s.r.o., Lékárna V celnici",V Celnici 4/1031,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"V Celnici 4, Praha 11000"
-742345.99430000037,-1043979.7556000017,100,"Václavské náměstí 64, Praha 11000",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna U koně",Václavské náměstí 64/807,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Václavské náměstí 64, Praha 11000"
-742672.99980000034,-1043473.0042,100,"Václavské náměstí 8, Praha 11000",49618661,,Adamova lékárna U Zlatého noha s.r.o.,Václavské náměstí 8,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Václavské náměstí 8, Praha 11000"
-742571.99960000068,-1043671.004799999,100,"Vodičkova 40, Praha 11000",26763966,,"Lekia a.s., Lékárna Vodičkova",Vodičkova 40,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Vodičkova 40, Praha 11000"
-742002.51960000023,-1042807.3343999982,100,"Zlatnická 7, Praha 11000",66048192,,Lékárna U Zlaté lodi,Zlatnická 7/1124,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Zlatnická 7, Praha 11000"
-743063.99680000171,-1042912.0055,95,"Žatecká 45, Praha 11000",63112701,,Lékárna Žatecká,Žatecká 4,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Žatecká 4, Praha 11000"
-742161.19729999825,-1043146.7857999988,100,"Hybernská 8, Praha 11000",44947429,,"HARTMANN - RICO a.s., Výdejna ZP",Hybernská 8/1000,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Hybernská 8, Praha 11000"
-742449.99590000138,-1042775.0009,100,"Rybná 21, Praha 11000",49691996,,"SETRANS, výdejna a prodejna ZP",Rybná 21,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Rybná 21, Praha 11000"
-743047.91530000046,-1043596.8757999986,98.13,"Spálená 112, Praha 11000",16949391,,"DVORT s.r.o., Zdravotnické potřeby",Spálená 12,11000,Praha 1,Praha 1,Hl. m. Praha,2007,"Spálená 12, Praha 11000"
-737911.92859999835,-1047208.4734,100,"Jabloňová 8, Praha 10600",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Jabloňová",Jabloňová 8/2992,10600,Praha 10,Praha 10,Hl. m. Praha,2007,"Jabloňová 8, Praha 10600"
-740682.50970000029,-1045098.2056,96.25,"Kodaňská 537, Praha 10100",45806691,,"PHARMACO s.r.o., Lékárna Kodaňská",Kodaňská 57/521,10100,Praha 10,Praha 10,Hl. m. Praha,2007,"Kodaňská 57, Praha 10100"
-737627.38830000162,-1045920.0040999986,100,"Krupská 28, Praha 10000",27136019,,"Machálkova lékárna s.r.o, Lékárna  Krupská",Krupská 28/1978,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Krupská 28, Praha 10000"
-739030.0084999986,-1045310.3200999983,100,"Kubánské náměstí 5, Praha 10000",26438062,,"E-lékárny, a.s., Lékárna KUBA",Kubánské náměstí 5/1271,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Kubánské náměstí 5, Praha 10000"
-740927.997299999,-1045027.001499999,96.25,"Moskevská 415, Praha 10100",45806691,,"PHARMACO s.r.o., Lékárna U BÍLÉ LABUTĚ",Moskevská 41,10100,Praha 10,Praha 10,Hl. m. Praha,2007,"Moskevská 41, Praha 10100"
-737960.9956,-1045067.0057,100,"Nad Primaskou 49, Praha 10000",65586417,,Lékárna NAD PRIMASKOU,Nad Primaskou 49/444,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Nad Primaskou 49, Praha 10000"
-737272.59530000016,-1044604.205499999,100,"Plaňanská 1, Praha 10800",62416804,,"Medifin s.r.o., Lékárna V Malešicích",Plaňanská 1/573,10800,Praha 10,Praha 10,Hl. m. Praha,2007,"Plaňanská 1, Praha 10800"
-736709.29419999942,-1044307.7419999987,100,"Počernická 630, Praha 10800",25774310,,"Novopharm s.r.o., Lékárna OÁZA",Počernická 630,10800,Praha 10,Praha 10,Hl. m. Praha,2007,"Počernická 630, Praha 10800"
-737265.21829999983,-1046299.8004,98.13,"Průběžná 633, Praha 10000",25784455,,Lékárna v Průběžné s.r.o.,Průběžná 63/1826,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Průběžná 63, Praha 10000"
-736707.51449999958,-1045722.5203,100,"Přetlucká 50, Praha 10000",49687832,,"Avicenum s.r.o., Lékárna TESCO Skalka",Přetlucká 50/3295,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Přetlucká 50, Praha 10000"
-736836.7544,-1045993.8042000011,100,"Rubensova 2238, Praha 10000",26512297,,"REGINNA PHARMA CZ a.s., Lékárna Skalka",Rubensova 2238,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Rubensova 2238, Praha 10000"
-738030.9956,-1044506.0009999983,100,"Slunečná 2, Praha 10000",26367700,,"Plzeňská lékárna k.s., Slunečná lékárna",Slunečná 2,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Slunečná 2, Praha 10000"
-738082.99929999933,-1045152.0007,100,"Starostrašnická 38, Praha 10000",64764249,,Lékárna u metra Strašnická,Starostrašnická 38,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Starostrašnická 38, Praha 10000"
-739095.93820000067,-1045009.2518,100,"Šrobárova 50, Praha 10000",00064173,,"FN Královské  Vinohrady, Ústavní lékárna",Šrobárova 50,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Šrobárova 50, Praha 10000"
-737117.63549999893,-1047212.555399999,100,"Topolová 16, Praha 10600",27285812,,Lékárna GILIA s.r.o.,Topolová 16/2915,10600,Praha 10,Praha 10,Hl. m. Praha,2007,"Topolová 16, Praha 10600"
-739845.85720000044,-1045594.9838000014,100,"U Slavie 1, Praha 10000",26438062,,"E-lékárny, a.s., Lékárna Mexiko",U Slávie 1/1527,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"U Slávie 1, Praha 10000"
-740922.0299,-1045765.0913,95.5,"Ukrajinská 1339, Praha 10100",44334150,,Lékárna U MAGISTRA,Ukrajinská 13/980,10100,Praha 10,Praha 10,Hl. m. Praha,2007,"Ukrajinská 13, Praha 10100"
-738466.50759999827,-1045375.2806999981,97,"V olšinách 421, Praha 10000",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna V Olšinách",V Olšinách 41/449,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"V Olšinách 41, Praha 10000"
-738249.35949999839,-1044755.5002,100,"Vinohradská 167, Praha 10000",70052107,,Lékárna VINICE,Vinohradská 167/3217,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Vinohradská 167, Praha 10000"
-740529.99909999967,-1045665.0014000013,96.25,"Vršovická 770, Praha 10000",26512297,,"REGINNA PHARMA CZ a.s., Lékána U Slávie",Vršovická 77/671,10000,Praha 10,Praha 10,Hl. m. Praha,2007,"Vršovická 77, Praha 10000"
-740958.3396999985,-1045127.7608999982,100,"Krymská 41, Praha 10100",48034789,,"ARTHROCENTRUM s.r.o., Výdejna ZP",Krymská 41,10100,Praha 10,Praha 10,Hl. m. Praha,2007,"Krymská 41, Praha 10100"
-737272.59530000016,-1044604.205499999,100,"Plaňanská 1, Praha 10800",66477336,,Výdejna zdravotnických prostředků,Plaňanská 1/573,10800,Praha 10,Praha 10,Hl. m. Praha,2007,"Plaňanská 1, Praha 10800"
-736019.99529999867,-1050018.001499999,100,"Anny Drabíkové 534, Praha 14900",27418545,,"PHARMAGEON, a.s., Lékárna LUNA",Anny Drabíkové 534,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Anny Drabíkové 534, Praha 14900"
-735993.5353000015,-1050207.1449000016,100,"Arkalycká 6, Praha 14900",26758199,,"AKFARMA s.r.o., Lékárna",Arkalycká 6/757,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Arkalycká 6, Praha 14900"
-736689.87649999931,-1050074.0520000011,100,"Hviezdoslavova 1600, Praha 14900",63828375,,Lékárna Litochleby,Hviezdoslavova 1600,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Hviezdoslavova 1600, Praha 14900"
-737426.64479999989,-1049123.1429000013,100,"Majerského 21, Praha 14900",26728885,,"CAPIS s.r.o., Lékárna U sv. Anny",Majerského 21/2038,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Majerského 21, Praha 14900"
-736888.06500000134,-1050724.6506000012,100,"Opatovská 1763, Praha 14900",63831953,,Lékárna Opatovská,Opatovská 1763,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Opatovská 1763, Praha 14900"
-735912.5989000015,-1050276.9452,100,"Opatovská 874, Praha 14900",61501778,,"ViP pharm,s.r.o., Lékárna metro Háje",Opatovská 874,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Opatovská 874, Praha 14900"
-735912.5989000015,-1050276.9452,100,"Opatovská 874, Praha 14900",63999412,,"SCHLECKER a.s., Lékárna",Opatovská 874,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Opatovská 874, Praha 14900"
-738709.99830000103,-1050020.0042999983,100,"Roztylská 2232, Praha 14800",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna Růže",Roztylská 2232,14800,Praha 11,Praha 11,Hl. m. Praha,2007,"Roztylská 2232, Praha 14800"
-738700.048599999,-1049795.602499999,100,"Roztylská 2321, Praha 14800",26424061,,"HELA-CZ s.r.o., Lékárna CHODOV",Roztylská 2321,14800,Praha 11,Praha 11,Hl. m. Praha,2007,"Roztylská 2321, Praha 14800"
-738073.8191,-1049810.4036,100,"Starochodovská 684, Praha 14900",27635279,,"Lekstar s.r.o., Lékárna Starochodovská",Starochodovská 684,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Starochodovská 684, Praha 14900"
-736635.99909999967,-1050840.0056000017,100,"Tererova 8, Praha 14900",26697734,,"Medicamentum s.r.o.,Lékárna U Sv.Kláry",Tererova 8/1551,14900,Praha 11,Praha 11,Hl. m. Praha,2007,"Tererova 8, Praha 14900"
-743868.08680000156,-1051232.9408,100,"Mráčkova 3, Praha 14300",66997810,,Lékárna Labe,Mráčkova 3/3419,14300,Praha 12,Praha 12,Hl. m. Praha,2007,"Mráčkova 3, Praha 14300"
-745182.04699999839,-1051437.1026999988,100,"Převoznická 6, Praha 14300",45297622,,Lékárna Převoznická,Převoznická 6/738,14300,Praha 12,Praha 12,Hl. m. Praha,2007,"Převoznická 6, Praha 14300"
-744562.3488,-1051943.683699999,100,"Soukalova 3355, Praha 14300",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Modřanská lékárna",Soukalova 3355,14300,Praha 12,Praha 12,Hl. m. Praha,2007,"Soukalova 3355, Praha 14300"
-741008.83980000019,-1052711.0938999988,100,"Výletní 398, Praha 14200",63831953,,Lékárna SALVIA,Výletní 398,14200,Praha 12,Praha 12,Hl. m. Praha,2007,"Výletní 398, Praha 14200"
-742932.61899999902,-1051113.075,100,"Zárubova 499, Praha 14200",61385956,,Lékárna,Zárubova 499,14200,Praha 12,Praha 12,Hl. m. Praha,2007,"Zárubova 499, Praha 14200"
-749832.06850000098,-1046915.6103999987,100,"Archeologická 2256, Praha 15500",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Archeologická 2256,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Archeologická 2256, Praha 15500"
-749832.06850000098,-1046915.6103999987,100,"Archeologická 2256, Praha 15500",61382868,,Lékárna Lužiny,Archeologická 2256,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Archeologická 2256, Praha 15500"
-750978.9989,-1046515.0044,100,"Hostinského 1533, Praha 15500",63111560,,Lékárna Stodůlky,Hostinského 1533,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Hostinského 1533, Praha 15500"
-751032.76469999924,-1046572.8522000015,100,"Hostinského 7, Praha 15500",41167121,,Lékárna Napravil,Hostinského 7/1536,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Hostinského 7, Praha 15500"
-749161.7762000002,-1047910.112399999,100,"Janského 2254, Praha 15500",27176932,,"LUPOS s.r.o., Lékárna U Prokopského údolí",Janského 2254,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Janského 2254, Praha 15500"
-750517.64950000122,-1046750.5658,100,"Mukařovského 1985, Praha 15500",26857049,,"WEILCHEN a.s., Lékárna LUKA",Mukařovského 1985,15500,Praha 13,Praha 13,Hl. m. Praha,2007,"Mukařovského 1985, Praha 15500"
-748542.01920000091,-1046425.5337999985,100,"Seydlerova 3, Praha 15800",49687484,,Butovická lékárna,Seydlerova 3/2151,15800,Praha 13,Praha 13,Hl. m. Praha,2007,"Seydlerova 3, Praha 15800"
-748986.16530000046,-1046327.7815999985,100,"Sluneční náměstí 2561, Praha 15800",63111560,,Lékárna Hůrka,Sluneční náměstí 2561,15800,Praha 13,Praha 13,Hl. m. Praha,2007,"Sluneční náměstí 2561, Praha 15800"
-748659.21849999949,-1046425.774599999,100,"Seydlerova 11, Praha 15800",44834802,,Zdravotnické potřeby  poliklinika Lípa,Seydlerova 11/2451,15800,Praha 13,Praha 13,Hl. m. Praha,2007,"Seydlerova 11, Praha 15800"
-731823.49980000034,-1042321.745099999,100,"Generála Janouška 17, Praha 19800",49621173,EUROPHARM,"EUROPHARM a.s., Lékárna Poliklinika",Generála Janouška 17/902,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Generála Janouška 17, Praha 19800"
-734582.66869999841,-1042373.044,100,"Hloubětínská 3, Praha 19800",45316783,,"GynCentrum s.r.o., Lékárna Na Zámečku",Hloubětínská 3/13,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Hloubětínská 3, Praha 19800"
-734338.83740000054,-1042279.6558,100,"Klánovická 487, Praha 19800",60457155,,Hloubětínská lékárna,Klánovická 487,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Klánovická 487, Praha 19800"
-731505.03429999948,-1042286.4455000013,100,"Maňákova 751, Praha 19800",49687832,,"Avicenum s.r.o., Lékárna Kadmos",Maňákova 751,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Maňákova 751, Praha 19800"
-734292.94799999893,-1042011.2029,100,"Mochovská 38, Praha 19800",60485213,,Zelená lékárna,Mochovská 38/535,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Mochovská 38, Praha 19800"
-734316.14820000157,-1042164.3242999986,100,"Poděbradská 489, Praha 19800",27145131,Eurolékárna,"Eurolékárna s.r.o., Lékárna",Poděbradská 489,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Poděbradská 489, Praha 19800"
-733169.97549999878,-1042733.111299999,100,"Vajgarská 1141, Praha 19800",27383440,,"LÉKÁRNA BIOREGENA, s.r.o.",Vajgarská 1141,19800,Praha 14,Praha 14,Hl. m. Praha,2007,"Vajgarská 1141, Praha 19800"
-733325.08799999952,-1049624.6845000014,100,"Janovská 486, Praha 10900",69058652,,Lékárna JANOVSKÁ,Janovská 486,10900,Praha 15,Praha 15,Hl. m. Praha,2007,"Janovská 486, Praha 10900"
-733736.6950000003,-1049704.1642999984,100,"Ohmova 271, Praha 10900",49627554,,Lékárna 116 - PETROVICE,Ohmova 271,10900,Praha 15,Praha 15,Hl. m. Praha,2007,"Ohmova 271, Praha 10900"
-734585.9990000017,-1048407.0022,100,"Tenisová 981, Praha 10200",60445980,,HOSTIVAŘSKÁ LÉKÁRNA,Tenisová 981,10200,Praha 15,Praha 15,Hl. m. Praha,2007,"Tenisová 981, Praha 10200"
-736852.93580000103,-1048457.0852999985,100,"Tesaříkova 2, Praha 10200",27152537,,"TODA, s.r.o., Lékárna Na Košíku",Tesaříkova 2/1027,10200,Praha 15,Praha 15,Hl. m. Praha,2007,"Tesaříkova 2, Praha 10200"
-748522.566300001,-1053840.7738999985,100,"Nýřanská 1, Praha 15300",45845034,,Lékárna,Nýřanská 1,15300,Praha 16,Praha 16,Hl. m. Praha,2007,"Nýřanská 1, Praha 15300"
-749202.996199999,-1054174.9743999988,100,"Sídliště 1100, Praha 15300",27082130,,"ADONIA CZ s.r.o., Lékárna",Sídliště 1100,15300,Praha 16,Praha 16,Hl. m. Praha,2007,"Sídliště 1100, Praha 15300"
-751143.58529999852,-1044398.6926999986,100,"Makovského 1349, Praha 16300",62704761,,Lékárna Podnecká,Makovského 1349,16300,Praha 17,Praha 17,Hl. m. Praha,2007,"Makovského 1349, Praha 16300"
-751624.65790000185,-1044304.9639,100,"Socháňova 27, Praha 16300",26857049,,"WEILCHEN a.s., Lékárna",Socháňova 27/1220,16300,Praha 17,Praha 17,Hl. m. Praha,2007,"Socháňova 27, Praha 16300"
-751126.59930000082,-1044024.9930999987,100,"Žufanova 1, Praha 16300",48575861,,Lékárna Řepy,Žufanova 1/1114,16300,Praha 17,Praha 17,Hl. m. Praha,2007,"Žufanova 1, Praha 16300"
-735460.06549999863,-1038458.381099999,100,"Bechyňská 63, Praha 19900",40817253,,Lékárna Letňany,Bechyňská 63,19900,Praha 18,Praha 18,Hl. m. Praha,2007,"Bechyňská 63, Praha 19900"
-735957.0493,-1038064.0009999983,100,"Místecká 454, Praha 19900",49708511,,Lékárna BELLIS v. o. s.,Místecká 454,19900,Praha 18,Praha 18,Hl. m. Praha,2007,"Místecká 454, Praha 19900"
-735769.62689999864,-1038457.341499999,100,"Šumperská 652, Praha 19900",25081292,,"APOMED s.r.o., Lékárna",Šumperská 652,19900,Praha 18,Praha 18,Hl. m. Praha,2007,"Šumperská 652, Praha 19900"
-736421.14759999886,-1038546.5302,100,"Veselská 663, Praha 19900",49688596,Lékárny Lloyds,"Lékárny Lloyds s.r.o., Lékárna TESCO Letňany",Veselská 663,19900,Praha 18,Praha 18,Hl. m. Praha,2007,"Veselská 663, Praha 19900"
-732880.05510000139,-1039474.0042,96.25,"Mladoboleslavská 475, Praha 19700",49279181,,Lékárna ROYALE,Mladoboleslavská 47/565,19700,Praha 19,Praha 19,Hl. m. Praha,2007,"Mladoboleslavská 47, Praha 19700"
-741961.53449999914,-1044782.3537999988,96.25,"Belgická 374, Praha 12000",62934759,,Lékárna U Sv. Ludmily,Belgická 37,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Belgická 37, Praha 12000"
-741754.60619999841,-1044676.4609000012,96.25,"Francouzská 175, Praha 12000",25774310,,"Novopharm s.r.o., Lékárna Na Francouzské",Francouzská 17/736,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Francouzská 17, Praha 12000"
-741727.99940000102,-1043935.0056000017,100,"Italská 37, Praha 12000",25936115,,"KaN 7 s.r.o., Lékárna Helénská",Italská 37/560,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Italská 37, Praha 12000"
-742998.99509999901,-1044298.003800001,100,"Ječná 1, Praha 12000",49706888,,"IGNACIA, s.r.o., Lékárna U sv. Ignáce",Ječná 1/550,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Ječná 1, Praha 12000"
-742256.60590000078,-1044418.3218999989,100,"Jugoslávská 9, Praha 12000",27405524,,Vilímova lékárna s.r.o.,Jugoslávská 9/1,12000,Praha 2,Praha 2,Hl. m. Praha,2007,"Jugoslávská 9, Praha 12000"
