adresa,znacka_2015,x,zmena,znacka_1999,nazev_1999,nazev_2007,y,nazev_2015,znacka_2007
"Pivovarská 332, Vimperk 38501",BENU,-805830.3684,n,,,,-1149888.049899999,BENU Lékárna,
"Pivovarská 546, Uherské Hradiště-Jarošov 68601",,-534931.007100001,n,,,,-1179400.3348999992,Lékárna Jarošov,
"Pivovarská 700, Domažlice 34401",BENU,-859793.9450000003,n,,,,-1098200.5786000006,BENU Lékárna,
"Plaňanská 573, Praha 10800",,-737272.5953000002,n,,,,-1044604.2054999992,Lékárna Medifin,
"Plovdivská 3405, Praha 14300",,-744181.8693000004,n,,"Lékárna SCARABEUS, s.r.o","PHARMA 97, s.r.o., Lékárna Scarabeus",-1051935.7542000003,Lékárna SCARABEUS,
"Plumlovská 4210, Prostějov 79601",Dr.Max,-559697.9395999983,y,,,"DREYER s.r.o., Lékárna Plumlovská",-1133786.4109999985,Dr.Max LÉKÁRNA,
"Plumlovská 456, Prostějov 79604",BENU,-560772.1512999982,n,,,,-1133560.4981000014,BENU Lékárna,
"Plynárenská 280, Teplice 41501",,-775058.5758000016,n,,,Lékárna Prosetice,-976893.5456000008,Lékárna Prosetice,
"Plzeňská 143, Králův Dvůr 26701",,-773017.9261999987,n,,Lékárna U tří zvonků,Lékárna U tří zvonků,-1055064.6937999986,Lékárna U Tří zvonků,
"Plzeňská 145, Líně 33021",,-831881.2467,n,,,Lékárna U Zlatého hada - OOVL,-1074184.6349,OOVL - L U Zlatého hada,
"Plzeňská 1880, Beroun 26601",,-771574.1446999982,n,,,,-1054262.5243999995,Lékárna Beroun v Lékařském Domě,
"Plzeňská 200, Třemošná u Plzně 33011",,-820003.8445999995,n,,,,-1062153.9182000011,Primula,
"Plzeňská 251, Toužim 36401",,-844854.8759999983,n,,Lékárna Tilia,Lékárna TILIA,-1031090.492899999,Tilia,
"Plzeňská 28, Stříbro 34901",,-848804.7386000007,n,,"HELIOPHARM s.r.o., lékárna Melissa","HELIOPHARM s.r.o., Lékárna Melissa",-1065101.123300001,Melissa,
"Plzeňská 293, Planá u Mariánských Lázní 34815",,-861197.5648000017,n,,,,-1056232.3709999993,LÉKÁRNA NA POLIKLINICE,
"Plzeňská 344, Praha 15000",BENU,-744278.9948999994,y,,,Lékárna Zlatý Anděl,-1044579.0023999996,BENU Lékárna,
"Plzeňská 384, Zbůch 33022",,-833526.376699999,n,,,Nová lékárna - OOVL,-1075103.7509999983,OOVL - L U sv. Jana Nepomuckého,
"Plzeňská 396, Králův Dvůr 26701",Dr.Max,-771819.679299999,y,,,Lékárna Medinila s.r.o.,-1054256.3924999982,Dr.Max LÉKÁRNA,
"Plzeňská 41, Plasy 33101",,-818887.8062000014,n,,Lékárna,Lékárna U zlatého lva,-1049539.0727999993,U Zlatého lva,
"Plzeňská 8, Praha 15000",Dr.Max,-744462.0298999995,y,,,"EUROPHARM a.s., Lékárna Racek",-1044524.9605999999,Dr.Max LÉKÁRNA,EUROPHARM
"Plzeňská 875, Uničov 78391",BENU,-554848.3852999993,y,,Lékárna OLLAPHARM v.o.s.,"EUROPHARM a.s., Lékárna U Medelské brány",-1100786.374400001,BENU Lékárna,EUROPHARM
"Plzeňská 88, Chotěšov 33023",,-836440.1510000005,n,,,,-1078058.0218999982,OOVL - L U Zlatého hada II,
"Plzeňská 929, Klatovy 33901",,-834249.5478999987,n,,,,-1106567.497299999,Lékárna Klatovské nemocnice,
"Pod Marjánkou 1906, Praha 16900",BENU,-746768.5185999982,n,,,,-1042764.4345000014,BENU Lékárna,
"Pod Městem 288, Úpice 54232",,-624017.1226999983,n,,Lékárna Úpice PharmDr. Ivan Rybka,Krkonošská lékárna s.r.o.,-1010514.8823000006,Krkonošská lékárna,
"Pod Nemocnicí 2503, Louny 44001",,-782025.1590000018,n,,,Lékárna V Poliklinice,-1007971.8454000019,Lékárna Poliklinika,
"Pod Paťankou, Praha 16000",Dr.Max,-744439.7432000004,n,,,,-1039809.5166999996,Dr.Max LÉKÁRNA,
"Pod Svatým Janem 419, Znojmo 66904",,-643459.3647000007,n,,,,-1191225.1488000005,Přímětická,
"Pod hranicí 1304, Praha 15500",Dr.Max,-749216.8425999992,n,,,,-1046439.9195000008,Dr.Max LÉKÁRNA,
"Pod nemocnicí 2709, Louny 44001",,-782098.1075999998,n,,,,-1007984.7199999988,Lékárna U Léčivého pramene,
"Pod Školkou 511, Jílové u Prahy 25401",,-740704.6554999985,n,,,,-1064589.2727000006,"Lékárna - Mgr. Jana Bártová, s.r.o.",
"Podkrušnohorská 1719, Litvínov 43601",,-790507.5560999997,n,,Lékárna,Lékárna ADA,-977593.1053999998,ADA,
"Podkrušnohorská, OC Tesco, Litvínov 43601",BENU,-791900.8055999987,n,,,,-978575.6301999986,BENU Lékárna,
"Podolská 137, Praha 14700",,-743286.2078999989,n,,,,-1046099.7910000011,V Podolí,
"Podolské nábřeží 157, Praha 14710",,-743323.0210000016,n,,,"ÚPMD, Ústavní lékárna ",-1045770.0018999986,Lékárna ÚPMD,
"Podpěrova 518, Brno 62100",,-599375.9833000004,n,,,,-1155768.3464000002,Lékárna Apollon,
"Podskalská 1909, Praha 12800",,-743475.9974000007,n,,,,-1044790.0009999983,Lékárna V Podskalí,
"Poděbradská 293, Pardubice 53009",Dr.Max,-648757.9056000002,n,,,,-1058378.2714999989,Dr.Max LÉKÁRNA,
"Poděbradská 297, Pardubice 53009",Dr.Max,-647984.1755999997,n,,,,-1058686.335000001,Dr.Max LÉKÁRNA,
"Poděbradská 489, Praha 19800",,-734316.1482000016,y,,,"Eurolékárna s.r.o., Lékárna",-1042164.3242999986,Novolékárna Hloubětín,Eurolékárna
"Podřevnická 14, Želechovice nad Dřevnicí 76311",,-515356.99549999833,n,,,,-1166461.5357000008,OOVL - L Slušovice,
"Podřipská 1, Psych. Léčebna, Horní Beřkovice 41185",,-743967.3004000001,n,,,,-1012399.7357000001,U sv.Jiří,
"Pohraniční stráže 403, Vejprty 43191",,-834243.9151999988,n,,Lékárna U SPASITELE,Lékárna U Spasitele,-983664.4836000018,Lékárna U Spasitele,
"Pokratická 165, Litoměřice 41201",,-756532.4072999991,n,,,,-989095.7531000003,Lékárna Nad Kapličkou,
"Pokratická 500, Litoměřice 41201",,-756668.5778999999,n,,,"JEPHARMA, s.r.o., Pokratická lékárna",-989568.8202,Pokratická lékárna,
"Polešovice 727, Polešovice 68737",,-546685.7395000011,n,,,,-1184150.7758999988,Lékárna Polešovice,
"Politických vězňů 40, Beroun 26601",BENU,-769675.8093000017,y,,,"EUROPHARM a.s., Centrální lékárna",-1053121.502700001,BENU Lékárna,EUROPHARM
"Politických vězňů 40, Kolín II 28002",,-688272.1534000002,n,,Lékárna WILLI,Lékárna WILLI,-1057112.809700001,Lékárna U modrého ráčka,
"Politických vězňů 523, Příbram 26101",BENU,-779111.9642000012,n,,,,-1083661.6455999985,BENU Lékárna,
"Politických vězňů 576, Slaný 27401",,-764410.5298999995,n,,,,-1023482.4032000005,Lékárna Nemocnice Slaný,
"Polní 502, Bludov 78961",,-566613.1132000014,n,,Lékárna AVE,"Lékárna AVE 1 Bludov, s.r.o.",-1080866.6367999986,Lékárna Bludov,
"Polní 622, Liberec 46001",Dr.Max,-689074.8881999999,n,,,,-972172.314100001,Dr.Max LÉKÁRNA,
"Polská 1, Olomouc 77900",Dr.Max,-546732.8042000011,n,,,,-1122227.4175000004,Dr.Max LÉKÁRNA,
"Polská 1308, Ústí nad Orlicí 56206",,-603295.0454000011,n,,,,-1072951.5113000013,Na Štěpnici,
"Polská 379, Náchod 54701",Dr.Max,-612895.5927999988,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1021613.4704000019,Dr.Max LÉKÁRNA,Dr.Max
"Polská 6191, Ostrava - Poruba 70800",Dr.Max,-477415.5736999996,n,,,,-1102671.6116000004,Dr.Max LÉKÁRNA,
"Poláškova 177, Valašské Meziříčí 75701",,-496602.16099999845,n,,,,-1140065.7553999983,Lékárna Viola,
"Ponávka 185, Brno 60200",,-597618.0003999993,n,,,,-1160452.7276999988,PILULKA,
"Porubská 552, Ostrava - Poruba 70800",,-478608.2019999996,n,,,,-1101818.3216999993,Lékárna,
"Pospíšilova 1159, Hradec Králové 50003",,-639839.8849,n,,,,-1041739.8132999986,Hradecká lékárenská společnost,
"Pospíšilova 390, Hradec Králové 50003",BENU,-640312.2118999995,n,,,,-1042034.6204000004,BENU Lékárna,
"Postřelmovská 2000, Zábřeh 78901",,-570484.5707999989,n,,,,-1086792.6757999994,Lékárna Postřelmovská,
"Potoky 5145, Zlín 76001",,-520814.6134000011,n,,,Lékárna Slunce v Lékařském domě,-1165087.8071000017,Lékárna Slunce v Lékařském domě,
"Potoční 418, Hořovice 26801",,-783979.6682999991,n,,,,-1065239.2850000001,LÉKÁRNA VALDEK,
"Potůčky 186, Potůčky 36235",,-856035.5130999982,n,,,,-987816.9169999994,APOTHEKE 186 s.r.o.,
"Potůčky č. p. 36, Potůčky 36238",,-856272.626699999,n,,,,-987758.5724,Lékárna No. 36,
"Počernická 699, Praha 10800",,-737339.9288000017,n,,,,-1044441.2754000016,Lékárna Medifin,
"Počátecká 311, Studená 37856",,-694071.9967,n,,,,-1150320.7368,Lékárna Studená,
"Poříčí 1256, Velké Meziříčí 59401",,-639013.7107000016,n,,,,-1138181.5868999995,"Lékárna AMARLEX, Dům zdraví",
"Poštovní 144, OC Hypernova, Děčín 40502",,-746989.5091000013,n,,,,-965496.3203000017,Lékárna TOP,
"Poštovní 155, Ostrava - Moravská Ostrava 70200",BENU,-470058.01669999957,n,,,,-1101423.231899999,BENU Lékárna,
"Poštovní 2060, Varnsdorf 40747",,-716035.3088000007,n,,,Lékárna Poliklinika,-954187.1336000003,Lékárna Poliklinika,
"Poštovní 2428, Jablonec nad Nisou 46601",,-681064.1897,n,,,,-979804.0504000001,Lékárna Poštovní,
"Poštovní 32, Hostinné 54371",,-644287.3715000004,n,,Lékárna,Lékárna U Zlaté koruny,-1004803.2542999983,Lékárna U Zlaté koruny,
"Poštovní 415, Třinec 73961",Agel,-444377.6429999992,y,,Lékárna TILIA,,-1121082.0964000002,LÉKÁRNA AGEL,
"Poštovní 83, Tanvald 46841",BENU,-671001.3940999992,y,,Lékárna Tanvald,"EUROPHARM a.s., Lékárna Tanvald",-979536.5725999996,BENU Lékárna,EUROPHARM
"Pravdova 1077, Sušice 34201",,-820500.1446000002,n,,"ASTER PHARMA, s.r.o., lékárna","ASTER PHARMA s.r.o., Lékárna",-1127444.3465000018,ASTER PHARMA,
"Pražská 103, Mělník 27601",,-734362.9891999997,n,,,,-1015148.5051000006,Lékárna Amica,
"Pražská 110, Kostelec nad Černými Lesy 28163",,-713194.7982000001,n,,,,-1057491.7237999998,Salfa lékárna,
"Pražská 1144, Úvaly 25082",,-721961.747299999,n,,Lékárna,Lékárna Úvaly,-1047432.7930000015,Lékárna Poliklinika Úvaly,
"Pražská 1192, Pelhřimov 39301",,-695664.9466999993,n,,"PHARMAX - CZ, s.r.o.","PHARMAX - CZ, s.r.o., Lékárna",-1122388.3447000012,PHARMAX,
"Pražská 12, Březová nad Svitavou 56902",,-599259.4536000006,n,,Lékárna,Lékárna,-1110109.3062999994,Březová nad Svitavou,
"Pražská 1230, České Budějovice 37004",,-755879.5592,n,,,,-1165213.4288999997,Lékárna U sv. Huberta,
"Pražská 152, Liberec 46001",,-688087.3990999982,n,,,,-974001.1545999981,SLEVOLÉKÁRNA,
"Pražská 1659, OC KIK, Dobříš 26301",Dr.Max,-765576.443,n,,,,-1074238.491700001,Dr.Max LÉKÁRNA,
"Pražská 1697, Benešov u Prahy 25601",,-728541.7899000011,n,,,,-1078949.8060000017,Alma,
"Pražská 1753, Dobříš 26301",,-765066.6671999991,n,,,"Libri Real s.r.o., Lékárna LEGE ARTIS",-1074292.1253000014,LEGE ARTIS,
"Pražská 1764, Náchod 54701",Dr.Max,-615410.9539999999,n,,,,-1022990.2826000005,Dr.Max LÉKÁRNA,
"Pražská 1995, Náchod 54701",,-615218.4332999997,n,,,"HAMRA medical s.r.o., Lékárna Hamra",-1022939.7355000004,Lékárna HAMRA,
"Pražská 206, Bílina 41801",BENU,-780630.8555999994,y,,Lékárna U polikliniky,Lékárna U Polikliniky,-986681.5802000016,BENU Lékárna,
"Pražská 219, Želetava 67526",,-666581.5304999985,n,,,,-1158666.1645000018,OOVL - Lékárny Krystal,
"Pražská 221, Mělník 27601",BENU,-734379.8753999993,n,,,,-1015059.1402000003,BENU Lékárna,
"Pražská 2276, Pelhřimov 39301",Dr.Max,-695824.3293000013,n,,,"Česká lékárna a.s., Dr. Max Lékárna",-1121939.4059000015,Dr.Max LÉKÁRNA,Dr.Max
"Pražská 230, Mukařov 25162",,-721503.6341999993,n,,,,-1056843.9444999993,OOVL Mukařov,
"Pražská 248, Olomouc 77900",Dr.Max,-549083.9312999994,n,,,,-1120416.5088,Dr.Max LÉKÁRNA,
"Pražská 255, Olomouc 77900",,-549265.4450999983,n,,,,-1120318.2280000001,Lékárna Medicentrum,
"Pražská 283, Habry 58281",,-671879.1257000007,n,,Lékárna Habry,Lékárna Chotěboř s.r.o. - OOVL,-1089237.3790999986,OOVL - L Na Náměstí,
"Pražská 2923, Česká Lípa 47001",,-725488.9959999993,n,,,,-976455.5020999983,Lékárna SALVIA,
"Pražská 2951, Varnsdorf 40747",,-716634.6554999985,n,,"Lékárna Tercia, s.r.o.","Lékárna Tercia, s.r.o.",-954670.6612000018,Tercia,
"Pražská 38, Dobříš 26301",,-764968.439199999,n,,Lékárna U zámku,Lékárna U zámku,-1074324.3531000018,U Zámku,
"Pražská 380, Plaňany 28104",,-700094.625,n,,"Lékárna HELIOS, s.r.o. - TILIA","Lékárna HELIOS s.r.o., TILIA",-1052840.8858999982,Tilia,
"Pražská 422, Mimoň 47124",,-712261.1688000001,n,,,,-984615.8625999987,Lékárna U sv. Jiří,
"Pražská 5152, Jablonec nad Nisou 46601",BENU,-681195.2972999997,n,,,,-980122.8625000007,BENU Lékárna,
"Pražská 532, Mělník 27601",,-734523.4582999982,n,,,Lékárna Arnika,-1014885.7729999982,Pilulka Lékárna,
"Pražská 71, České Budějovice 37004",Dr.Max,-755897.5379000008,y,,Lékárna,Lékárna Pražská,-1165049.9761000015,Dr.Max LÉKÁRNA,
"Pražská 75, Brandýs nad Labem 25001",,-725246.3568000011,n,,,Lékárna TILIA,-1035570.5399999991,TILIA,
"Pražská 797, Žatec 43801",,-800704.995099999,n,,Lékárna U kláštera,Lékárna U Kláštera,-1008059.0018000007,U Kláštera,
"Pražská 82, Chlumec nad Cidlinou 50351",,-668306.7452999987,n,,"Lékárna, s.r.o.","Lékárna, s.r.o.",-1045126.0047000013,Lékárna s.r.o.,
"Pražská 83, Benátky nad Jizerou 29471",,-710934.4397,n,,,,-1025035.5018000007,Lékárna Mandragora,
"Pražská 910, Unhošť 27351",,-763193.0355999991,n,,,,-1040354.6843000017,Arnika,
"Pražská třída 291, Hradec Králové 50004",,-643511.5152999982,n,,,,-1042354.0727000013,Lékárna Na zlatém kříži,
"Preslova 2658, Dvůr Králové nad Labem 54401",Dr.Max,-639259.192400001,y,,,Lékárna u polikliniky,-1017868.4510000013,Dr.Max LÉKÁRNA,
"Primátorská 1196, Prachatice 38301",BENU,-789365.1541000009,y,,,"ALIPEX s.r.o., Lékárna Čtyřlístek Primátorská",-1157196.5866999999,BENU Lékárna,ALIPEX
"Primátorská 49, Praha 18000",,-738850.9968000017,n,,,Lékárna Pod Bulovkou,-1040594.0047000013,Pod Bulovkou,
"Prodloužená 807, Ostrava - Hrabová 72000",,-472506.4048999995,n,,,,-1108304.6468999982,Lékárna Tesco Hrabová,
"Prokopa Holého 139, Děčín 40502",,-748111.2646999992,n,,,,-965089.9001000002,Na Prokopce,
"Prokopovo nám. 1, Husinec 38421",,-789964.8918000013,n,,,,-1152553.3801000006,OOVL - L U Sv.Ducha,
"Prosecká 855, Praha 19000",,-736690.3991999999,n,,,,-1040323.2611999996,Lékárna Prosek Point,
"Proseč 29, Proseč u Skutče 53944",,-625975.5467999987,n,,,,-1089161.1039999984,Dobromysl,
"Prosiměřice 172, Prosiměřice 67161",Devětsil JST,-632223.5762000009,n,,,,-1189563.2069999985,Lékárna Devětsil,
"Prostějovská 88, Bedihošť 79821",,-555065.1750999987,n,,,Lékárna U černého orla spol. s r.o.,-1136740.3662,OOVL - L Nový dům,
"Prostřední 791, Hostivice 25301",Dr.Max,-754916.6446999982,n,,,,-1041957.7014999986,Dr.Max LÉKÁRNA,
"Protzkarova 51, Uherské Hradiště 68601",,-537838.1305,n,,,,-1181049.0188000016,"SLOVÁCKÁ LÉKÁRNA, s.r.o.",
"Průmyslová 306, Chrudim 53701",,-648130.1548000015,n,,,,-1069682.454599999,Na Rozhledně,
"Puchmajerova 7, Ostrava - Moravská Ostrava 70200",,-470113.75510000065,n,,,,-1101677.7435000017,Lékárna Farmaka,
"Pulická 99, Dobruška 51801",,-616936.1711999997,n,,,Lékárna Na Poliklinice,-1035950.5615000017,Lékárna Na Poliklinice,
"Purkyňova 11, Hodonín 69526",,-562932.8341999985,n,,,"Nemocnice TGM Hodonín, Nemocniční lékárna",-1201426.8911999986,"Nemocniční lékárna, Nem.TGM Hodonín, p.o.",
"Purkyňova 1138, Litomyšl 57001",,-611346.870099999,n,,Lékárna U nemocnice,,-1084324.9957999997,Lékárna U Nemocnice,
"Purkyňova 1849, Česká Lípa 47077",,-724803.3651,n,,"Lékárna J.E.Purkyně, s.r.o.","NsP Česká Lípa, Ústavní lékárna,",-978296.7160999998,Nemocniční lékárna,
"Purkyňova 3030, Brno 61200",,-599491.9021000005,n,,,,-1157729.4690999985,Lékárna EDEN s.r.o.,
"Purkyňova 36, Vyškov 68201",,-570266.3713000007,n,,Výdejna léčiv,"Nemocnice Vyškov, Ústavní lékárna",-1154484.7049999982,Lékárna Nemocnice Vyškov,
"Purkyňova 446, Náchod 54701",,-614756.0326000005,n,,,,-1022875.8557000011,Lékárna v Ambulantním pavilonu,
"Purkyňovo nám. 2, Třebíč 67401",,-649976.879999999,n,,,,-1152989.3779000007,Lékárna Nemocnice Třebíč,
"Puškinova 226, Frýdek - Místek 73801",,-467452.7052000016,n,,,,-1118005.6486999989,Lékárna U Mariánského kostela,
"Puškinova 2a, Vyškov 68201",,-569967.0240000002,n,,,Lékárna U nemocnice spol. s r.o.,-1154481.2278999984,"Lékárna u nemocnice, spol.s r.o.",
"Puškinova 63, Vyškov 68201",,-570078.6728000008,n,,Lékárna Helios,HELIOS Lékárna Vyškov s.r.o.,-1154576.3663999997,Lékárna HELIOS,
"Pálavské nám. 14, Brno 62800",,-594356.6627999991,n,,,,-1159978.833900001,Lékárna Pálava,
"Písecká 972, Plzeň 32600",BENU,-819733.8797999993,n,,,,-1075326.0324999988,BENU Lékárna,
"Písečná 21, Písečná 79082",,-539847.8854999989,n,,,,-1046393.2652000003,Lékárna Jesenia - výdejna,
"Písečná 5549, Chomutov 43004",,-805797.9996999986,n,,,,-988956.0056000017,U Hvězdy,
"Píšť 225, Píšť 74718",,-475893.80409999937,n,,,,-1085203.1088999994,OOVL - Lékárna,
"Před Tratí 891, Havířov - Prostřední Suchá 73564",Dr.Max,-459591.7259999998,n,,,,-1107861.7498999983,Dr.Max LÉKÁRNA,
"Přemyslovců 476, Ostrava - Mariánské Hory 70900",,-472549.3515000008,n,,,,-1102079.4776999988,Lékárna Salvia,
"Přetlucká 3295, Praha 10000",Dr.Max,-736707.5144999996,n,,,,-1045722.5203000009,Dr.Max LÉKÁRNA,
"Přimdská 501, Bor u Tachova 34802",Dr.Max,-865883.5324999988,n,,,,-1066637.3203999996,Dr.Max LÉKÁRNA,
"Přátelství 279, Podbořany 44101",,-812274.3478000015,n,,Lékárna U konvalinek,Lékárna U Konvalinek,-1017296.7448999994,U Konvalinek,
"Příborská 2270, Frýdek - Místek 73801",Dr.Max,-468741.6099999994,n,,,,-1120113.5958000012,Dr.Max LÉKÁRNA,
"Příborská 591, Ostrava - Hrabová 72000",,-471702.92870000005,n,,,,-1107526.8548999988,Lékárna Na Šídlovci,
"Příkop 4, Brno 60200",,-597815.8423999995,n,,Lékárna I.B.C.,,-1160263.8896999992,Lékárna IBC,
"Příčná 12, Františkovy Lázně 35101",,-888842.3260000013,n,,,,-1017930.8214000016,Lékárna Manitera,
"Příšovice 185, Příšovice 46346",,-689308.4162999988,n,,"Lékárna Pod radnicí, s.r.o.",,-995198.0201999992,OOVL - L V Hloubce,
"Radimova 2322, Praha 16900",,-746707.9866999984,n,,,,-1042432.0899999999,Lékárna Galenika,
"Radlická 520, Praha 15800",Dr.Max,-748083.7474999987,n,,,,-1046625.8132999986,Dr.Max LÉKÁRNA,
"Radniční 3400, Most 43401",BENU,-791404.6583999991,n,,,,-989576.5614,BENU Lékárna,
"Radniční 8, Rýmařov 79501",,-542016.9351000004,n,,Lékárna,"Karajannis s.r.o., Lékárna 110",-1084179.4450000003,Lékárna 110,
"Radomyšlská 336, Strakonice 38629",,-792327.557,n,,Lékárna,"Nemocnice Strakonice a.s., Ústavní lékárna",-1128339.1711000018,Lékárna Nemocnice,
"Radostín nad Oslavou 41, Radostín nad Oslavou 59444",,-641195.1948999986,n,,,,-1126128.6860000007,Lékárna u Lišků s.r.o.,
"Radčická 2861, Plzeň 30100",Dr.Max,-822936.5251999982,n,,,,-1069376.135400001,Dr.Max LÉKÁRNA,
"Ratiboř 75, Ratiboř 75621",,-501650.2972000018,n,,,,-1151061.2298999988,OOVL - L SALVIA,
"Raškovice 57, Pražmo 73904",,-458737.81909999996,n,,,,-1127749.5329999998,Lékárna Raškovice,
"Rašínova 1669, Hradec Králové 50002",Dr.Max,-643351.6922999993,n,,,,-1044211.0412000008,Dr.Max LÉKÁRNA,
"Rejskovo náměstí 62, Kutná Hora 28401",,-684975.6273999996,n,,,"Pharmservis s.r.o., Lékárna U Jednorožce",-1066191.2635000013,U Jednorožce,
"Resselovo náměstí 129, Chrudim 53701",,-647078.1482999995,n,,,"Lékárna U Zlaté koruny, s.r.o.",-1070560.2694999985,Lékárna U Zlaté koruny,
"Revoluční 106, Hrádek nad Nisou 46334",BENU,-701837.3779000007,y,,Lékárna Alfa,Lékárna Alfa,-962506.993999999,BENU Lékárna,
"Revoluční 161, Stráž pod Ralskem 47127",BENU,-706785.3377999999,y,Červený bod,"Lékárna U slunečnice, Červ.bod, s.r.o.","EUROPHARM a.s., Lékárna U Bílého Lva",-978891.1394000016,BENU Lékárna,EUROPHARM
"Revoluční 2214, Nový Jičín 74101",Agel,-492067.0011,n,,,,-1127119.9957999997,LÉKÁRNA AGEL,
"Revoluční 27, Krnov 79401",Dr.Max,-510058.254900001,n,,,,-1069824.7923000008,Dr.Max LÉKÁRNA,
"Revoluční 3470, Frýdek - Místek 73801",Dr.Max,-467317.5826999992,n,,,,-1118381.5099,Dr.Max LÉKÁRNA,
"Revoluční 358, Stará Paka 50791",,-661084.4017000012,n,,,,-1005891.6908,OOVL L - Lékárna U Zlaté číše,
"Revoluční 456, Ústí n. Labem 40001",,-761039.4745999984,n,,,,-976182.1328999996,U Grandu,
"Revoluční 500, Rohatec 69601",,-560085.4543999992,n,,,,-1199813.4563000016,OOVL - L Heřmánková lékárna,
"Revoluční 531, Frýdek - Místek 73801",,-467169.1726000011,n,,,,-1118504.6526000015,LÉKÁRNA ALBA,
"Revoluční 765, Praha 11000",Dr.Max,-742312.9970999993,n,,,,-1042612.0003000014,Dr.Max LÉKÁRNA,
"Revoluční třída 500, Nový Bydžov 50401",,-664826.3845000006,n,,,,-1035972.9747000001,Lékárna U bílého páva,
"Riegrova 1148, Jičín 50601",Dr.Max,-671773.9670999981,n,,,,-1013681.3354000002,Dr.Max LÉKÁRNA,
"Riegrova 213, Velim 28101",,-694120.4351999983,n,,Lékárna VELIM,Lékárna VELIM,-1052584.2503999993,Velim,
